ensembl_id	gene_name	gene_type	KO1	KO2	KO3	WT1	WT2	WT3
ENSMUSG00000103711.1	Tstd1	protein_coding	1.81504464905875	0	0	0.927500170444784	0	4.9604427761903
ENSMUSG00000103715.1	4933431K14Rik	TEC	7.47694002768695	9.4462221611116	0.964392848999641	7.02217670753299	7.39039265879767	3.54048736857995
ENSMUSG00000103726.1	Gm30074	lincRNA	0	0	4.97451782698952	4.25092745769779	4.53069170258405	3.83740215866104
ENSMUSG00000103730.1	Gm38316	TEC	8.04321822208165	7.44694870625762	8.25903110361828	7.62666612714478	7.42947441013415	8.0064290605733
ENSMUSG00000103738.1	Gm37652	TEC	2.59392987345066	0	0	0	0.942168732963459	0
ENSMUSG00000103744.1	Gm38238	TEC	3.46921144992648	0	0	0	0	0
ENSMUSG00000103746.1	1700001G17Rik	TEC	6.53158351112318	6.28187607976797	0	5.1770057379767	3.59179587689057	0
ENSMUSG00000103748.1	Gm38243	TEC	0.879367320561294	0	0	0	0	6.76990025211436
ENSMUSG00000103753.1	Gm6934	TEC	0	0	0	0	3.47710205275747	0
ENSMUSG00000103763.1	Gm37860	TEC	0	1.86734559122872	0	0	0	0
ENSMUSG00000103766.5	Gm38392	protein_coding	0	4.38298184751239	0	0	0	0
ENSMUSG00000103768.1	Gm37856	TEC	4.45872386882812	0	0	4.55762067672181	4.88576213450141	0
ENSMUSG00000103772.1	Gm36933	TEC	0	0	0	0.927500170444784	0.942168732963459	0
ENSMUSG00000103778.1	Gm36930	TEC	2.59392987345066	0	0	0	0	0
ENSMUSG00000103780.1	Gm37524	TEC	4.28321838341653	0	4.10191198866402	0	0	0
ENSMUSG00000103793.1	Pcdhga6	protein_coding	0	0	1.53728829139147	0	0	0
ENSMUSG00000103805.1	Gm37063	TEC	0	0	0	0	5.49914088215664	0
ENSMUSG00000103808.1	Gm37060	TEC	4.28321838341653	0	1.53728829139147	1.48746318376218	0	0
ENSMUSG00000103811.1	Gm38004	lincRNA	3.93287971399745	0	0	0	0	0
ENSMUSG00000103815.1	Gm19194	processed_pseudogene	0	1.21679832847263	0.964392848999641	0	0	0
ENSMUSG00000103816.1	Gm38006	TEC	0	0	2.2645270370427	0	0	0
ENSMUSG00000103822.1	6030460B20Rik	TEC	4.75630921334046	7.64129668873583	0	0	0.942168732963459	0
ENSMUSG00000103823.1	Gm7899	processed_pseudogene	0	2.31409027716139	0	0.927500170444784	0.942168732963459	0.915566168152554
ENSMUSG00000103825.1	Gm38178	TEC	0.879367320561294	1.21679832847263	1.53728829139147	0	0	0
ENSMUSG00000103828.1	2610001A08Rik	TEC	5.21340332420471	0	6.67004251671629	5.52665961963327	6.46816575365124	5.44436363289219
ENSMUSG00000103832.1	Gm37611	TEC	1.42176824890245	0	0	0	0	0
ENSMUSG00000103835.1	Gm37612	sense_intronic	0	0	0	0	0	2.44136287689627
ENSMUSG00000103839.1	Gm37607	TEC	0	6.95605903760502	0	0	4.7929083688188	0
ENSMUSG00000103843.1	Gm31266	antisense	0	0	0	0	1.91235988341363	0.915566168152554
ENSMUSG00000103845.1	Gm19026	processed_pseudogene	0	0	0	0	0	4.08351679964921
ENSMUSG00000103847.1	Gm20056	processed_pseudogene	0	0	0.964392848999641	0	0	1.47124905472511
ENSMUSG00000103849.1	Gm37806	TEC	1.42176824890245	0	0	0	0	0
ENSMUSG00000103851.1	Gm37606	TEC	3.35547477445977	0	0	6.15692733695879	0	4.9604427761903
ENSMUSG00000103854.1	Gm37250	TEC	0	0	0.964392848999641	0	0	2.44136287689627
ENSMUSG00000103857.1	Gm37249	TEC	1.42176824890245	0	0	0	5.49914088215664	0
ENSMUSG00000103864.1	Gm37415	TEC	3.67287308512754	4.70938782506743	0	3.44913244660758	2.89722126577063	4.47712167016719
ENSMUSG00000103867.1	9630010A21Rik	TEC	0	0	8.60402241502901	5.46906932776956	7.14950741808987	0
ENSMUSG00000103869.1	Gm37420	TEC	0	0	2.52511944925685	0	0	0
ENSMUSG00000103877.2	Gm21358	processed_pseudogene	4.34412353428573	1.21679832847263	2.2645270370427	2.68074403413245	2.48724764333176	0
ENSMUSG00000103880.1	Gm37009	processed_pseudogene	3.76484781768119	4.18712975116875	2.2645270370427	3.32477818999118	3.21610248088533	2.84883108412516
ENSMUSG00000103882.1	Gm37452	TEC	0	1.86734559122872	0	0	0	0
ENSMUSG00000103883.1	Gm37010	TEC	1.81504464905875	0	1.94625419978157	0	0	0
ENSMUSG00000103884.1	Gm37005	TEC	0	0	2.2645270370427	0	0	0
ENSMUSG00000103885.1	Gm37006	TEC	0	0	0	1.48746318376218	0	0
ENSMUSG00000103897.1	Pcdhga8	protein_coding	6.09096924790691	0	0	0	0	0
ENSMUSG00000103898.1	Gm30238	TEC	0	0	0.964392848999641	0.927500170444784	4.8400821466941	0
ENSMUSG00000103899.1	Gm37940	TEC	4.01008438532858	4.07823744819335	5.45305322203695	1.88983659033395	6.11238046018847	4.22698501172912
ENSMUSG00000103901.1	Gm37499	TEC	1.42176824890245	3.16121368079483	0	0	0.942168732963459	0
ENSMUSG00000103904.1	Gm37497	TEC	0	0	0	0	3.79699243961898	0
ENSMUSG00000103905.1	Gm34379	processed_pseudogene	0	0	0	1.48746318376218	0	0.915566168152554
ENSMUSG00000103906.1	Tigd5	protein_coding	6.25854070829538	0	0	0	0	7.16687387270116
ENSMUSG00000103907.1	Gm37498	TEC	0	0	0	1.48746318376218	0	0
ENSMUSG00000103908.1	Gm37502	lincRNA	1.81504464905875	0	0	0	0	0
ENSMUSG00000103912.1	Gm33819	lincRNA	0	0	0	4.1073191805488	0	0
ENSMUSG00000103916.1	Gm38071	TEC	1.42176824890245	5.34798797601006	0	5.24720891070935	6.2757036035564	2.84883108412516
ENSMUSG00000103921.1	Gm5841	processed_pseudogene	0	0	0.964392848999641	0.927500170444784	0.942168732963459	0
ENSMUSG00000103922.1	Gm6123	processed_pseudogene	0	1.86734559122872	0.964392848999641	1.48746318376218	0.942168732963459	0.915566168152554
ENSMUSG00000103926.1	Gm37894	TEC	1.42176824890245	0	0	3.18868535126569	0	5.04032833208773
ENSMUSG00000103932.1	Gm36963	TEC	0	0	0	0.927500170444784	6.76560753105481	0
ENSMUSG00000103933.1	Gm36964	processed_pseudogene	0	3.16121368079483	0	1.48746318376218	2.70674859756339	1.47124905472511
ENSMUSG00000103937.1	Gm37186	TEC	4.92528235393488	0	0	0	2.48724764333176	0
ENSMUSG00000103940.1	Gm38227	TEC	0	0	0.964392848999641	5.46906932776956	2.48724764333176	5.25644406057548
ENSMUSG00000103944.1	Rpl26-ps3	processed_pseudogene	0	2.31409027716139	0	0	0.942168732963459	0
ENSMUSG00000103945.1	Gm38228	TEC	0	0	0	0	5.55675807275852	5.66201501946763
ENSMUSG00000103953.1	Gm29718	processed_pseudogene	0.879367320561294	0	0	1.88983659033395	1.50732725783959	0
ENSMUSG00000103957.1	Gm10766	TEC	0	6.28187607976797	0	0	3.97660476703548	0
ENSMUSG00000103960.1	Gm37119	processed_pseudogene	0	3.16121368079483	0	0	0	0
ENSMUSG00000103964.1	Gm8407	processed_pseudogene	0	0	0	3.56361330778345	0	0
ENSMUSG00000103973.1	BC055308	TEC	1.42176824890245	9.39037848855852	0	6.36067985656534	5.5847261287654	0
ENSMUSG00000103975.1	Gm37676	TEC	6.35047190079855	4.84851623000203	5.73655941297506	6.00311700307415	5.31104552935981	7.73953899011079
ENSMUSG00000103976.1	Gm37677	TEC	0	0	0	1.48746318376218	0	0
ENSMUSG00000103981.1	Gm37449	processed_pseudogene	0	0	0	0	1.50732725783959	0
ENSMUSG00000103983.1	Gm20045	lincRNA	0	0	0	0	0	5.71165824057355
ENSMUSG00000103984.1	Gm37447	TEC	0	3.36038155190646	0	0	0	0
ENSMUSG00000103986.1	Gm5539	processed_pseudogene	0	1.21679832847263	1.53728829139147	1.48746318376218	0.942168732963459	0.915566168152554
ENSMUSG00000103996.1	4833421G17Rik	TEC	0.879367320561294	0	1.53728829139147	1.48746318376218	2.22825158030063	0.915566168152554
ENSMUSG00000104002.2	Gm38336	antisense	6.62043882586595	0	0	4.25092745769779	7.07258919167564	1.47124905472511
ENSMUSG00000104012.1	Gm37364	TEC	2.37791278063223	0	0	0	0	0
ENSMUSG00000104030.1	5330406M23Rik	TEC	6.85824054257519	8.12465738453351	0	0	5.7666491520185	0
ENSMUSG00000104031.1	Gm17771	processed_pseudogene	4.45872386882812	1.86734559122872	2.93709863231908	3.44913244660758	3.97660476703548	2.65943485255274
ENSMUSG00000104034.1	2900092N22Rik	TEC	0	6.60990473715495	5.5732189875751	0	4.97299937456127	0.915566168152554
ENSMUSG00000104037.1	Gm37776	TEC	0	0	0	0	1.50732725783959	0
ENSMUSG00000104039.1	Gm37772	TEC	1.81504464905875	0	0	0	0	0
ENSMUSG00000104040.1	Gm37563	TEC	0	0	0	1.88983659033395	0	1.87142085216977
ENSMUSG00000104044.1	Gm37566	TEC	6.16035038544682	0	0	4.31770399960785	6.29275990116549	5.25644406057548
ENSMUSG00000104051.1	Gm38128	TEC	0	0	1.94625419978157	0	0	0
ENSMUSG00000104053.1	Gm38126	TEC	0	0	0	1.48746318376218	0.942168732963459	0.915566168152554
ENSMUSG00000104060.1	Gm37954	TEC	3.35547477445977	0	0	3.66967394404429	0	4.5334219150276
ENSMUSG00000104063.1	Pcdhgb7	protein_coding	0	0	0	0	5.37650693935044	0
ENSMUSG00000104068.1	Gm37199	TEC	0	0	1.53728829139147	0	0	0
ENSMUSG00000104074.1	Gm37025	processed_pseudogene	0.879367320561294	0	0.964392848999641	0	0.942168732963459	1.47124905472511
ENSMUSG00000104079.1	Gm37024	TEC	4.92528235393488	7.01633382929621	0	4.02977242516836	6.09303728015356	4.35746769853656
ENSMUSG00000104082.1	Gm7115	unprocessed_pseudogene	3.46921144992648	0	0	0	0	0
ENSMUSG00000104083.1	Gm29739	processed_pseudogene	0.879367320561294	0	0	0	0	0.915566168152554
ENSMUSG00000104093.1	A330015K06Rik	antisense	2.9479554522873	0	0	0	0	0
ENSMUSG00000104096.1	Gm20356	lincRNA	1.42176824890245	1.21679832847263	0	0	0.942168732963459	0
ENSMUSG00000104097.1	Gm37313	unprocessed_pseudogene	0	0	0	0	1.91235988341363	0.915566168152554
ENSMUSG00000104103.1	Gm9517	processed_pseudogene	0.879367320561294	0	0.964392848999641	1.48746318376218	2.22825158030063	1.87142085216977
ENSMUSG00000104107.1	Gm37879	TEC	5.58543822321115	0	0	0	4.93004003947052	7.74550971975092
ENSMUSG00000104108.1	Gm37876	antisense	0	0	0	0	4.8400821466941	0
ENSMUSG00000104113.1	Gm37292	TEC	0	0	0	0	0	4.91877753766273
ENSMUSG00000104114.1	Gm37297	TEC	1.81504464905875	0	5.09986224868973	0	3.59179587689057	5.15242918547665
ENSMUSG00000104125.1	Gm37488	TEC	0.879367320561294	1.21679832847263	0	1.48746318376218	4.13631115763645	0
ENSMUSG00000104126.1	Gm37486	processed_pseudogene	3.85130873625614	1.86734559122872	4.25350536702498	2.46202284672469	3.21610248088533	3.54048736857995
ENSMUSG00000104129.1	Ighv6-2	IG_V_pseudogene	0	0	0	1.48746318376218	0	0
ENSMUSG00000104145.1	D130019J16Rik	TEC	0	4.18712975116875	0.964392848999641	0	0.942168732963459	1.47124905472511
ENSMUSG00000104150.2	Gm44573	TEC	0	0	0.964392848999641	0.927500170444784	0	1.47124905472511
ENSMUSG00000104154.1	Gm38104	TEC	0	0	0.964392848999641	3.44913244660758	0.942168732963459	5.28951339981911
ENSMUSG00000104156.2	Gm38102	lincRNA	5.45345134947466	0	0	5.24720891070935	2.89722126577063	5.55728992159853
ENSMUSG00000104162.1	Gm37619	processed_pseudogene	0	2.31409027716139	0	0	0	0
ENSMUSG00000104164.1	Gm38248	TEC	0	3.69139229395611	0	0	5.43912655597063	0
ENSMUSG00000104166.1	Gm38247	processed_pseudogene	2.9479554522873	4.47176315645177	3.93249896750516	0	0.942168732963459	0
ENSMUSG00000104168.1	Gm38250	antisense	1.42176824890245	6.77601011987199	0	4.1073191805488	4.41082393168411	4.35746769853656
ENSMUSG00000104181.1	Gm8850	processed_pseudogene	3.67287308512754	1.21679832847263	0	0	0	2.18435544051416
ENSMUSG00000104184.1	Gm37818	TEC	5.94131586231813	6.206265790346	0	2.20411252389077	2.70674859756339	0
ENSMUSG00000104187.1	Gm37820	TEC	2.9479554522873	0	0	1.88983659033395	1.50732725783959	0
ENSMUSG00000104190.1	Gm10472	TEC	0	0	0	0	1.50732725783959	0
ENSMUSG00000104195.1	B230377A18Rik	TEC	7.77114751102218	8.05452648494059	7.41211342760217	6.85238769518684	7.62396395441068	7.5882857663035
ENSMUSG00000104200.1	Gm37399	TEC	5.11198010675895	0	0	4.85605456378704	0	0.915566168152554
ENSMUSG00000104204.1	Gm37397	TEC	1.42176824890245	0	0	0	2.22825158030063	0
ENSMUSG00000104205.1	Gm37396	TEC	1.81504464905875	0	0	0	0	0
ENSMUSG00000104206.1	Gm32250	lincRNA	0	0	0	2.20411252389077	0	0
ENSMUSG00000104208.1	Gm37401	antisense	8.52642474222406	8.8799742413767	8.86761440474774	8.39461542592	8.48956788617791	8.28583923467598
ENSMUSG00000104211.1	Gm37985	TEC	1.42176824890245	0	2.52511944925685	0.927500170444784	1.50732725783959	0
ENSMUSG00000104218.1	Gm9134	processed_pseudogene	0.879367320561294	0	1.53728829139147	1.48746318376218	1.50732725783959	2.18435544051416
ENSMUSG00000104222.1	Gm7292	lincRNA	0	0	0	0	0	2.18435544051416
ENSMUSG00000104223.1	Gm18428	processed_pseudogene	0	0	1.53728829139147	0	0	0
ENSMUSG00000104231.1	Gm37592	antisense	2.37791278063223	0	0	0.927500170444784	0	0
ENSMUSG00000104239.1	Gm37588	TEC	0.879367320561294	0	7.08827295547214	0	0	0
ENSMUSG00000104244.1	2900018N21Rik	TEC	6.86864280641256	7.93470404435207	0	6.68542799817758	5.09469717454571	6.01823938560195
ENSMUSG00000104249.1	Gm38151	processed_pseudogene	0	0	1.53728829139147	0	0.942168732963459	0
ENSMUSG00000104253.1	Gm37174	TEC	6.76108251588504	0	0	5.66131527372178	4.05866677271965	0
ENSMUSG00000104262.1	Gm37747	TEC	0	1.21679832847263	0	0.927500170444784	0	0
ENSMUSG00000104263.1	9430062P05Rik	TEC	1.81504464905875	0	0	0	0	0
ENSMUSG00000104273.1	A530064N14Rik	TEC	0	0	0	0.927500170444784	4.41082393168411	0
ENSMUSG00000104279.1	Gm38300	TEC	1.81504464905875	2.65471349638041	0	0	0.942168732963459	0
ENSMUSG00000104280.1	Rps2-ps11	processed_pseudogene	2.37791278063223	0	0.964392848999641	4.44264379705916	0	0.915566168152554
ENSMUSG00000104281.1	Gm37461	TEC	0	0	1.53728829139147	0	0	0
ENSMUSG00000104287.1	Gm37456	TEC	0.879367320561294	0	1.53728829139147	0	0.942168732963459	0
ENSMUSG00000104291.1	A130071D04Rik	TEC	7.31142009428517	1.86734559122872	6.35500895252234	4.76327065267859	5.94984661615374	6.8716773857186
ENSMUSG00000104292.1	Gm38042	TEC	0	0	0.964392848999641	2.68074403413245	0	3.01622413724148
ENSMUSG00000104293.1	Gm38043	TEC	0	0	0	1.48746318376218	0	0
ENSMUSG00000104298.1	Gm38040	unprocessed_pseudogene	0	0	0	0	1.50732725783959	0
ENSMUSG00000104299.1	Gm9924	TEC	2.12375676766606	0	0	0	0	0
ENSMUSG00000104301.3	Wdr49	protein_coding	5.61044609202238	0	1.94625419978157	0	0	0
ENSMUSG00000104302.1	Gm36975	antisense	5.45345134947466	5.92109465271165	2.93709863231908	3.76846858261651	5.31104552935981	5.32184168109067
ENSMUSG00000104309.1	Gm5846	processed_pseudogene	1.42176824890245	0	0	0	0.942168732963459	0
ENSMUSG00000104311.1	Gm37910	TEC	0	0	0	1.88983659033395	0	0
ENSMUSG00000104315.1	Gm37906	TEC	0	0	0	0	5.34414748646681	4.91877753766273
ENSMUSG00000104324.1	Gm37320	TEC	1.81504464905875	6.01271520508499	0	0.927500170444784	0	0
ENSMUSG00000104330.1	Gm38285	TEC	1.42176824890245	0	0	0	0	0
ENSMUSG00000104339.1	C130089K02Rik	TEC	7.19224677781678	8.24289374207597	8.06257404807151	1.48746318376218	6.71589105669542	6.42770139674774
ENSMUSG00000104340.1	Gm10522	lincRNA	0	0	0	1.48746318376218	0	0
ENSMUSG00000104342.1	Gm36401	TEC	5.65919776622311	0	0	0	0.942168732963459	5.85109406878141
ENSMUSG00000104344.1	Gm38077	TEC	0.879367320561294	0	0	0	0	4.63983111714684
ENSMUSG00000104351.1	Gm37125	TEC	6.76108251588504	0	0	6.72286747245584	5.40815646850453	4.22698501172912
ENSMUSG00000104358.1	Gm37127	TEC	2.37791278063223	5.14697632877585	4.32371906711199	0	3.06545435071178	4.73892811220584
ENSMUSG00000104364.1	Gm38078	processed_pseudogene	0	0	0	0	1.50732725783959	1.87142085216977
ENSMUSG00000104368.1	2010103J01Rik	antisense	0	0	0	3.18868535126569	2.48724764333176	0
ENSMUSG00000104369.1	Gm38082	TEC	6.3355511058463	8.44828881249733	0.964392848999641	0	0	2.84883108412516
ENSMUSG00000104377.1	Gm37515	processed_pseudogene	0	0	1.53728829139147	0	0	0
ENSMUSG00000104378.1	Gm37510	TEC	2.12375676766606	0	0	0	5.13308400709385	4.22698501172912
ENSMUSG00000104379.1	Gm37509	TEC	3.85130873625614	0	0	0	0	0
ENSMUSG00000104385.1	Gm7449	processed_pseudogene	0	1.21679832847263	1.53728829139147	1.48746318376218	0	0.915566168152554
ENSMUSG00000104388.1	Gm37033	TEC	6.43689434365049	0	0	0	6.71589105669542	0
ENSMUSG00000104389.1	Gm37034	TEC	0.879367320561294	0	0	0	0	4.00605167257303
ENSMUSG00000104394.2	Gm37254	TEC	6.57033633759189	6.66742452815794	0	5.52665961963327	1.50732725783959	7.66589365865983
ENSMUSG00000104399.1	Gm37963	sense_intronic	3.35547477445977	0	0	0	4.58708656294759	3.83740215866104
ENSMUSG00000104402.1	Gm38012	TEC	0	0	0	5.736461310447	0	0
ENSMUSG00000104406.1	Gm38014	TEC	5.70635572786132	0	5.3558680475474	0	0	0
ENSMUSG00000104418.1	Gm37070	processed_pseudogene	0	0	1.53728829139147	0.927500170444784	0	0
ENSMUSG00000104420.1	E230020A03Rik	TEC	0	0	2.74576505526938	0	0	0
ENSMUSG00000104432.1	A430027C01Rik	TEC	0	0	0	0	4.58708656294759	0
ENSMUSG00000104434.1	Gm37421	processed_pseudogene	0.879367320561294	1.21679832847263	0	1.48746318376218	1.91235988341363	0.915566168152554
ENSMUSG00000104435.1	Gm37422	antisense	10.1142508212715	10.4803852391671	10.4367205058444	10.2879879898469	10.5213399586316	10.416589029098
ENSMUSG00000104436.1	Gm37423	processed_transcript	4.21962828165363	0	1.53728829139147	0	0	1.87142085216977
ENSMUSG00000104443.1	4932442E05Rik	TEC	0	0	0	0	3.47710205275747	3.64639533803084
ENSMUSG00000104444.1	Gm33051	antisense	8.29535116138155	7.76062970791978	8.16174992191713	7.57982314884225	8.11115088876134	7.66589365865983
ENSMUSG00000104445.1	Rhbg	protein_coding	2.12375676766606	0	0	0	0	4.41853480882044
ENSMUSG00000104448.1	Gm37256	lincRNA	5.21340332420471	6.28187607976797	6.35500895252234	1.88983659033395	4.28008692792337	3.92418988227919
ENSMUSG00000104449.1	Gm37255	TEC	0	0	0.964392848999641	5.43938849563964	5.49914088215664	0
ENSMUSG00000104453.1	Gm37829	TEC	3.76484781768119	4.78062850943486	5.90633781848006	5.76066464788143	4.69366479833617	6.58248198282436
ENSMUSG00000104467.1	Gm37660	TEC	0	0	0	0	4.58708656294759	6.16801486879263
ENSMUSG00000104469.1	Gm37663	TEC	0	0	0	4.31770399960785	0	0
ENSMUSG00000104484.1	Gm33142	TEC	1.42176824890245	0	0	0	0	0
ENSMUSG00000104486.1	Gm38066	TEC	2.37791278063223	0	0	2.46202284672469	0	0
ENSMUSG00000104488.1	Gm38062	TEC	0	0	0.964392848999641	0	4.13631115763645	0
ENSMUSG00000104491.1	Gm32340	processed_pseudogene	0	1.21679832847263	0.964392848999641	0	0	0
ENSMUSG00000104493.1	Gm19552	TEC	0.879367320561294	1.21679832847263	0	0	0	0
ENSMUSG00000104496.1	Gm5837	processed_pseudogene	3.46921144992648	3.53535952614166	3.93249896750516	4.50127733213446	4.13631115763645	3.54048736857995
ENSMUSG00000104497.1	Gm10555	TEC	2.78177489822719	0	0	3.18868535126569	0	0
